,title,price,rating,num_ratings,url
746,"Data entry, web research, typing, copy paste, web scraping or data mining",20.0,5.0,54,https://www.upwork.com/services/product/admin-customer-support-data-entry-web-research-typing-copy-paste-web-scraping-or-data-mining-1598065219326447616
747,"Data Entry, Data Mining, Data Scraping job done",15.0,4.9,14,https://www.upwork.com/services/product/a-virtual-assistant-for-data-entry-data-mining-typing-and-copy-paste-job-1434779232391872512
748,Your data transformed into your desired format,30.0,5.0,20,https://www.upwork.com/services/product/development-it-your-data-transformed-in-your-desired-fromat-1576483055680966656
749,"Professional manual typing, data entry, data cleaning & formatting service",40.0,5.0,11,https://www.upwork.com/services/product/professional-manual-typing-data-entry-data-cleaning-formatting-service-1563557460269764608
750,Your data ready for data analysis to generate insights,50.0,5.0,2,https://www.upwork.com/services/product/your-data-ready-for-data-analysis-1310692939286929408
751,Accurate and Error-free Data Entry Services with Fast Turn-Around,15.0,4.9,40,https://www.upwork.com/services/product/accurate-and-error-free-data-entry-services-with-fast-turn-around-1537227029936869376
752,An authentic Influencer Marketing Data Statistics,20.0,5.0,13,https://www.upwork.com/services/product/an-authentic-influencer-marketing-data-statistics-1398213169281196032
753,"Data Entry, Data Mining, Data Collection & web research",12.0,4.9,9,https://www.upwork.com/services/product/data-entry-data-mining-data-collection-web-research-1395607361415262208
754,"Machine Learning, Deep Learning and Data Science Projects",100.0,5.0,9,https://www.upwork.com/services/product/machine-learning-deep-learning-and-data-science-projects-1546576353620381696
755,A detailed data analysis and visualization using R,80.0,5.0,5,https://www.upwork.com/services/product/a-detailed-data-analysis-and-visualization-using-r-1516705190292545536
756,A interactive Power BI and Data analysis reports.,50.0,5.0,6,https://www.upwork.com/services/product/a-interactive-power-bi-and-data-analysis-reports-1455415900362108928
757,PHP/MYSQL Dynamic Website with Control Panel to Manage Website Data,150.0,4.8,38,https://www.upwork.com/services/product/php-mysql-dynamic-website-with-control-panel-to-manage-website-data-1314440911592144896
758,"Web automation scraping scripts, bot, API integration, AWS RDS, etc.",50.0,5.0,40,https://www.upwork.com/services/product/web-automation-scraping-scripts-bot-api-integration-aws-rds-etc-1316336857310760960
759,All type of data entry services,15.0,4.9,25,https://www.upwork.com/services/product/admin-customer-support-all-type-of-data-entry-services-1372326942688186368
760,A customized data visualization Dashboard,46.0,5.0,4,https://www.upwork.com/services/product/a-customized-data-visualization-dashboard-1455270206439550976
761,Data Extraction/Data Mining/Data Scraping/Web Scraping in Systematic Review,50.0,4.8,3,https://www.upwork.com/services/product/data-extraction-data-mining-data-scraping-web-scraping-in-systematic-review-1550024193085349888
762,Full PII (Personally Identifiable Information) data element RESEARCH,199.0,4.8,107,https://www.upwork.com/services/product/a-full-pii-personally-identifiable-information-data-elements-research-1384453863409004544
763,"Accurate data entry, virtual assistant and web research",10.0,4.9,40,https://www.upwork.com/services/product/accurate-data-entry-virtual-assistant-and-web-research-1520016045114748928
764,Web Scraping and Data Mining,40.0,5.0,10,https://www.upwork.com/services/product/a-data-scraped-from-any-website-1539151515118948352
765,Data from antibot or captcha protected websites,80.0,4.7,64,https://www.upwork.com/services/product/development-it-data-from-antibot-or-captcha-protected-websites-1396081556961923072
766,Data Visualization and Reporting using Microsoft Power BI,100.0,4.8,7,https://www.upwork.com/services/product/data-visualization-and-reporting-using-microsoft-power-bi-1555964088011546624
767,Data extracted from websites using web scraping and web automation,50.0,5.0,8,https://www.upwork.com/services/product/your-desired-data-scraped-from-complex-web-pages-1317036921541017600
768,Support with respect to data analysis life cycle and visualization,100.0,5.0,9,https://www.upwork.com/services/product/support-with-respect-to-data-analysis-life-cycle-and-visualization-1314616294784630784
769,"Accurate high quality web scraping, data mining and data extraction.",80.0,5.0,3,https://www.upwork.com/services/product/development-it-accurate-high-quality-web-scraping-data-mining-and-data-extraction-1574286024512241664
770,Interactive Data Visualization in D3.js from CSV or JSON,50.0,4.8,6,https://www.upwork.com/services/product/interactive-data-visualization-in-d3-js-from-csv-or-json-1505612576477474816
771,Fast and accurate data entry work,12.0,5.0,14,https://www.upwork.com/services/product/fast-and-accurate-data-entry-work-on-time-1313551694289489920
772,Virtual Assistant - Administrative Support - Social Media,50.0,4.5,50,https://www.upwork.com/services/product/administrative-virtual-assistance-for-8hrs-1372248048430292992
773,A Tableau dashboard to professionally display your data.,250.0,4.5,68,https://www.upwork.com/services/product/a-tableau-dashboard-to-professionally-display-your-data-1315712004700598272
774,"An amazing infographics design that will visualize data, statistics, charts",150.0,4.9,420,https://www.upwork.com/services/product/an-amazing-infographics-design-that-will-visualize-data-statistics-charts-1376433416881664000
775,An amazing data science work,50.0,5.0,5,https://www.upwork.com/services/product/an-amazing-data-science-work-1393630273215688704
776,5 hours of WordPress data entry and Woo Commerce Product listing,15.0,4.8,39,https://www.upwork.com/services/product/5-hours-of-wordpress-data-entry-and-woo-commerce-product-listing-1350377195441893376
777,A visually appealing dashboard in Excel or Google Sheets,150.0,5.0,176,https://www.upwork.com/services/product/development-it-a-visually-appealing-dashboard-in-excel-or-google-sheets-1411251347235221504
778,Market Research Report and Market Analysis with Visuals & Recommendations,90.0,5.0,304,https://www.upwork.com/services/product/marketing-market-research-report-and-market-analysis-with-visuals-recommendations-1488882191514619904
779,Data Insights on Google Data Studio Dashboard,35.0,5.0,8,https://www.upwork.com/services/product/data-insights-on-google-data-studio-dashboard-1385647839586164736
780,"Data science, DL, ML, NLP, AI expert",150.0,4.8,18,https://www.upwork.com/services/product/development-it-data-science-dl-ml-nlp-ai-expert-1576689645753335808
781,A Crypto Data Aggregator,125.0,5.0,6,https://www.upwork.com/services/product/a-crypto-data-aggregator-1495073085188665344
782,Statistical Data Analysis with Report Writing,125.0,4.4,14,https://www.upwork.com/services/product/statistical-data-analysis-with-report-writing-1556212055731724288
783,A fantastic Dashboard helping the management to make the right decisions,50.0,5.0,66,https://www.upwork.com/services/product/a-fantastic-dashboard-helping-the-management-to-make-the-right-decisions-1436431961342148608
784,All kinds of data entry services | PDF to Word | bank statements into Excel,14.0,4.9,26,https://www.upwork.com/services/product/accurate-data-entry-manual-typing-1459148724189003776
785,A Direct Mailing Lists Based State or Country.,25.0,4.9,351,https://www.upwork.com/services/product/a-direct-mailing-lists-based-state-or-country-1314507382821335040
786,"Fuzzy data matching, cleansing and merging of spreadsheets",40.0,4.9,11,https://www.upwork.com/services/product/i-will-do-fuzzy-data-matching-cleansing-and-merging-of-spreadsheets-1314573433433919488
787,All data you need for your business,149.0,5.0,15,https://www.upwork.com/services/product/all-data-you-need-for-your-business-from-any-source-1350756424392069120
788,A Python script scraping data from HTML using BeautifulSoup,63.0,4.7,7,https://www.upwork.com/services/product/a-python-script-scraping-data-from-html-using-beautifulsoup-1421925467355627520
789,"A python script for web scraping, data mining and data collection",50.0,5.0,5,https://www.upwork.com/services/product/an-efficient-python-script-running-on-aws-cloud-server-1315991826756173824
790,Am amazing Web Researcher and Data Entry Expert.,15.0,4.8,23,https://www.upwork.com/services/product/am-amazing-web-researcher-and-data-entry-expert-1364184791258091520
791,"Web Scraping, Data Scraping, Web Automation, and Data Mining",30.0,5.0,8,https://www.upwork.com/services/product/scraped-data-from-different-websites-using-python-script-1335171247405568000
792,"Data Visualization, Charts, Pivot Table, Data Analysis with Python",30.0,5.0,9,https://www.upwork.com/services/product/development-it-a-data-visualization-with-python-1586817218128539648
793,Lead Generation-Email List Building-Web Research-Data Entry Services,15.0,4.9,59,https://www.upwork.com/services/product/admin-customer-support-lead-generation-email-list-building-web-research-data-entry-services-1576194651720384512
794,A flawlessly written Front-end and Back-end SEO Content,50.0,4.7,217,https://www.upwork.com/services/product/a-flawlessly-written-on-page-seo-content-using-surfer-seo-tool-1404555325359579136
795,Effectively scrapped and cleaned web data to enrich your data analytics,50.0,5.0,4,https://www.upwork.com/services/product/effectively-scrapped-and-cleaned-web-data-to-enrich-your-data-analytics-1436620032123740160
796,An engaging thought-leadership-based B2B whitepaper,250.0,4.9,379,https://www.upwork.com/services/product/writing-translation-an-engaging-thought-leadership-based-b2b-whitepaper-1542580147620667392
797,Exploratory Data Analysis and Statistical Modelling,80.0,5.0,3,https://www.upwork.com/services/product/development-it-exploratory-data-analysis-and-statistical-modelling-1575820624665706496
798,Shopify Professional | Bulk product listing | Data Entry Services,50.0,4.4,17,https://www.upwork.com/services/product/shopify-professional-bulk-product-listing-data-entry-services-1425594503953039360
799,Quick and accurate all kind DATA ENTRY SERVICES,13.0,4.8,20,https://www.upwork.com/services/product/a-data-entry-service-for-your-new-or-ongoing-project-1459001347071279104
800,"Shopify Data Entry, Research, Data Cleaning/Validation, Error Detection etc",10.0,4.8,33,https://www.upwork.com/services/product/admin-customer-support-shopify-data-entry-research-data-cleaning-validation-error-detection-etc-1576145745905385472
801,Scraping script that gathers data from various websites.,99.0,5.0,20,https://www.upwork.com/services/product/development-it-scraping-script-that-gathers-data-from-various-websites-1596475911180017664
802,"Web scraping, Data Mining, Data Scraping, Data Extraction with clean data",100.0,3.5,5,https://www.upwork.com/services/product/web-scraping-data-mining-data-scraping-data-extraction-with-clean-data-1549108362845085696
803,Analyzed data and full report using SPSS.,50.0,4.6,6,https://www.upwork.com/services/product/i-will-analyze-data-extensively-using-spss-and-provide-a-full-report-1408149693017665536
804,Data Entry services from a dedicated Data Entry Specialist,10.0,5.0,33,https://www.upwork.com/services/product/data-entry-data-conversion-services-1370410099832606720
805,Lead Generation & Verified Business Emails & Data Entry Work,20.0,5.0,58,https://www.upwork.com/services/product/admin-customer-support-lead-generation-verified-business-emails-data-entry-work-1315636314416726016
806,"MS Word, MS Excel document formatted & data compiling",15.0,4.9,18,https://www.upwork.com/services/product/admin-customer-support-ms-word-ms-excel-document-formatted-data-compiling-1341455538858565632
807,"Data Entry in MS Excel , Virtual Assistant & Admin Support",12.0,4.9,19,https://www.upwork.com/services/product/professional-data-entry-virtual-assistant-admin-support-1554327535547305984
808,"Data entry, data mining, data collection & web research with 100% accuracy",20.0,4.7,41,https://www.upwork.com/services/product/data-entry-data-mining-data-collection-web-research-with-100-accuracy-1532387029164716032
809,100% Data Accuracy | Data Entry | Typing |,10.0,4.9,31,https://www.upwork.com/services/product/a-100-accuracy-of-data-1321205009873903616
810,Customer data of major e-commerce companies like WooCommerce and Shopify,100.0,4.8,245,https://www.upwork.com/services/product/customer-data-of-major-e-commerce-companies-like-woocommerce-and-shopify-1362340750652641280
811,Fast and accurate data entry on excel,10.0,4.7,37,https://www.upwork.com/services/product/admin-customer-support-fast-and-accurate-data-entry-on-excel-1409164233606348800
812,"Professional, Quick & 100% Accurate Data Entry Services",12.0,4.8,21,https://www.upwork.com/services/product/professional-quick-100-accurate-data-entry-services-1555134235754418176
813,"Visualize and Analyze Crypto data ( Binance, Santiment, YFinance)",300.0,5.0,101,https://www.upwork.com/services/product/visualize-and-analyze-crypto-data-binance-santiment-yfinance-1397102960760598528
814,An interactive Google Data Studio Dashboard with high-end Design.,300.0,4.8,92,https://www.upwork.com/services/product/a-google-data-studio-dashboard-1314760757465714688
815,A Data Entry Operator with Attention to Detail,10.0,3.9,79,https://www.upwork.com/services/product/admin-customer-support-a-data-entry-operator-with-attention-to-detail-1595788005241364480
816,"A publication on the cloud, big data, emerging tech, and digital twins.",65.0,4.9,25,https://www.upwork.com/services/product/blogs-on-ai-the-cloud-big-data-fintechs-neuromarketing-digital-twins-1319619467501506560
817,A fantastic deliverable of Data Entry project within 24hrs,10.0,4.6,68,https://www.upwork.com/services/product/admin-customer-support-a-fantastic-deliverable-of-data-entry-project-within-24hrs-1594622305879650304
818,"Microsoft Word Typing and Formatting, PDF to MS Word",30.0,4.8,296,https://www.upwork.com/services/product/microsoft-word-typing-and-formatting-pdf-to-ms-word-1356444256598568960
819,"Data Entry, Data Mining, Copy-Paste, and Data Collection service",12.0,4.7,13,https://www.upwork.com/services/product/data-entry-data-mining-copy-paste-and-data-collection-service-1406562823710740480
820,High Quality and Error Free all Type of Data Entry Work.,20.0,4.7,65,https://www.upwork.com/services/product/high-quality-and-error-free-all-type-of-data-entry-work-1375177209909850112
821,Grafana Dashboard Connected To Your Kubernetes Cluster,150.0,3.9,9,https://www.upwork.com/services/product/grafana-dashboard-connected-to-your-kubernetes-cluster-1357136453320912896
822,Clean scraped data for your business,100.0,4.7,4,https://www.upwork.com/services/product/a-web-scraper-to-collect-data-for-your-business-1449632774561550336
823,"Data Mining, Data Entry, Web Research and Web Scraping",10.0,4.9,41,https://www.upwork.com/services/product/data-mining-data-entry-web-research-and-web-scraping-1465979744110641152
824,"Any data entry, data analysis, accuracy verification",20.0,4.9,40,https://www.upwork.com/services/product/do-any-data-entry-data-analysis-accuracy-verification-1317751208688279552
825,A seamless transition of all data to Microsoft Office 365 with NO DOWNTIME.,125.0,5.0,38,https://www.upwork.com/services/product/a-seamless-transition-of-all-data-to-microsoft-office-365-with-no-downtime-1323290472042344448
826,Data aggregation and organized entry,80.0,5.0,5,https://www.upwork.com/services/product/development-it-data-aggregation-and-organized-entry-1575190659610406912
827,An amazing Data Entry / Research Project,30.0,4.9,227,https://www.upwork.com/services/product/an-amazing-data-entry-research-project-1322187026766532608
828,Installation demo data in your wordpress site,50.0,4.9,275,https://www.upwork.com/services/product/installed-and-setup-wordpress-theme-exactly-as-demo-1354910842623963136
829,API integration with Google sheet,70.0,4.9,72,https://www.upwork.com/services/product/api-integration-with-google-sheet-1395652689837404160
830,Quick and 100% Accurate Data Entry Services,15.0,5.0,2,https://www.upwork.com/services/product/an-accurate-data-i-will-help-you-with-your-data-entry-tasks-1439877011464982528
831,Your data science and data analysis project in Python correctly and fast.,35.0,4.9,13,https://www.upwork.com/services/product/development-it-your-data-science-and-data-analysis-project-in-python-correctly-and-fast-1451189124393582592
832,"Web Scraping, Data Extraction, Data Scraping, Web Automation service",50.0,5.0,3,https://www.upwork.com/services/product/web-scraping-data-extraction-data-scraping-web-automation-service-1418212690503393280
833,Accurate data that generates leads to move your business to the next level,25.0,5.0,25,https://www.upwork.com/services/product/accurate-data-that-generates-leads-to-move-your-business-to-the-next-level-1489799078114082816
834,LinkedIn Emails Lead Generation and Data Entry,25.0,5.0,22,https://www.upwork.com/services/product/b2b-b2c-lead-generation-data-entry-web-research-web-google-map-scraping-1414591147320422400
835,"Data Entry, Data Collection, and Online Research Service",10.0,4.8,31,https://www.upwork.com/services/product/data-entry-data-collection-and-online-research-service-1512588297679290368
836,A Professional and Creative Infographic Design,50.0,4.9,248,https://www.upwork.com/services/product/a-professional-and-creative-infographic-design-1557801788097671168
837,A great insightful dashboard and data model for your business,100.0,4.8,9,https://www.upwork.com/services/product/a-great-insightful-dashboard-and-data-model-for-your-business-1364119632154652672
838,A Machine Learning / Data Science project with a detailed explanation,90.0,4.9,4,https://www.upwork.com/services/product/machine-learning-pipeline-python-data-science-exploration-data-analysis-1508738499463876608
839,"B2b lead generation, contact list building, targeted lead list, data mining",20.0,4.9,85,https://www.upwork.com/services/product/b2b-lead-generation-contact-list-building-targeted-lead-list-data-mining-1515590063475703808
840,Linkedin Profiles Data Scrapping,35.0,4.6,10,https://www.upwork.com/services/product/linkedin-profiles-data-scrapping-1432670818196377600
841,A trustworthy Data Entry Assistant,15.0,4.9,25,https://www.upwork.com/services/product/high-quality-data-entry-services-for-your-business-1380387661165973504
842,"High quality, error free data entry completed timely and accurately",20.0,5.0,63,https://www.upwork.com/services/product/high-quality-error-free-data-entry-completed-timely-and-accurately-1362802720216903680
843,"Data Extraction, Web Scraping, and Browse Automation",80.0,4.8,7,https://www.upwork.com/services/product/data-extraction-web-scraping-and-browse-automation-1434405134253166592
844,Scripting and Automation solution (Python),120.0,4.9,205,https://www.upwork.com/services/product/development-it-scripting-and-automation-solution-python-1326100780788822016
845,Database | Data Analysis | Dashboards | Excel | G-sheets,150.0,5.0,18,https://www.upwork.com/services/product/database-data-analysis-dashboards-excel-g-sheets-1554513910663720960
846,A clear picture of what your data is revealing,50.0,4.9,9,https://www.upwork.com/services/product/a-clear-picture-of-what-your-data-is-revealing-1372968997697392640
847,A professional looking interactive Google Data Studio dashboard,299.0,5.0,65,https://www.upwork.com/services/product/a-professional-looking-interactive-google-data-studio-dashboard-1310830462199394304
848,"Accurate Data Entry, Copy Paste, Typing, Convert PDF, Web Research Services",15.0,4.0,24,https://www.upwork.com/services/product/3-hours-of-data-entry-data-mining-data-collection-with-100-accuracy-1485168767202131968
849,"Remote internet research, data mining and lead generation support services",25.0,4.9,22,https://www.upwork.com/services/product/i-will-do-data-entry-data-mining-and-internet-research-1314302624318783488
850,"Perfect data entry, copy past and excel data entry work",20.0,5.0,41,https://www.upwork.com/services/product/high-quality-data-entry-work-1322082081750089728
851,"B2B lead generation, LinkedIn lead generation, Email list & Data Extraction",35.0,4.8,61,https://www.upwork.com/services/product/marketing-b2b-lead-generation-linkedin-lead-generation-email-list-data-extraction-1596004760042676224
852,"Professional manual typing, data entry, data cleaning & formatting service",50.0,5.0,5,https://www.upwork.com/services/product/professional-manual-typing-data-entry-data-cleaning-formatting-service-1553062630330568704
853,Excel data entry and web research services.,10.0,4.9,56,https://www.upwork.com/services/product/admin-customer-support-excel-data-entry-and-web-research-services-1356486216081141760
854,"Affiliate Window (Awin, Zanox) API and Data Feed integration",99.0,4.6,28,https://www.upwork.com/services/product/development-it-affiliate-window-awin-zanox-api-and-data-feed-integration-1559792795048259584
855,A PHP / Python script created to process data,50.0,5.0,239,https://www.upwork.com/services/product/a-php-or-python-script-created-to-process-data-and-upload-it-to-server-1424467046084673536
856,Structured data from web sites/apis,30.0,5.0,15,https://www.upwork.com/services/product/structured-data-from-web-sites-apis-1511280978380423168
857,An awesome Data Entry Specialist for 3 hours,10.0,4.9,61,https://www.upwork.com/services/product/an-awesome-data-entry-specialist-for-3-hours-1563635900702109696
858,ECommerce Product Upload/Import Services - Data Entry,25.0,4.9,49,https://www.upwork.com/services/product/product-entry-data-entry-manual-or-bulk-product-entry-task-on-shopify-mag-1515233003923402752
859,"Web Research, Data Entry, Data Collection and Listing with Accuracy",10.0,4.8,38,https://www.upwork.com/services/product/web-research-data-entry-data-collection-and-listing-with-accuracy-1362358305009172480
860,Custom Shopify App| Public/Private Shopify App| App Development Services,119.0,4.6,129,https://www.upwork.com/services/product/custom-public-private-shopify-apps-for-shopify-store-1338706238957187072
861,Any type of tracking or match moving data,50.0,5.0,13,https://www.upwork.com/services/product/any-type-of-tracking-or-match-moving-data-1406091882809176064
862,Machine learning and data science model for your business.,40.0,4.9,13,https://www.upwork.com/services/product/machine-learning-and-data-science-model-for-your-business-1463456121045438464
863,Python Web Scraper/ Scrapy Crawler for any website.,50.0,4.8,5,https://www.upwork.com/services/product/development-it-python-web-scraper-scrapy-crawler-for-any-website-1412048137896337408
864,100% Accurate Data Entry & Copy-Paste work,10.0,5.0,62,https://www.upwork.com/services/product/100-accurate-data-entry-copy-paste-work-1347959250195959808
865,Terms and Conditions + Privacy Policy customised for your app / website,300.0,4.9,443,https://www.upwork.com/services/product/consulting-hr-terms-and-conditions-privacy-policy-customised-for-your-app-website-1344951254642536448
866,Responsive Real Estate website or landing page in WordPress,100.0,5.0,165,https://www.upwork.com/services/product/responsive-real-estate-website-or-landing-page-in-wordpress-1516001914583826432
867,Your data entry project from me with accuracy and really quick turnaround.,15.0,5.0,31,https://www.upwork.com/services/product/your-data-entry-project-from-me-with-accuracy-and-really-quick-turnaround-1459474122084974592
868,An expert virtual assistant for 100% accurate data entry service.,15.0,5.0,28,https://www.upwork.com/services/product/an-expert-virtual-assistant-for-100-accurate-data-entry-service-1399722018292670464
869,"Data entry accuracy, manual typing, and PDF to Excel or G-sheet Conversion",20.0,5.0,73,https://www.upwork.com/services/product/data-entry-accuracy-manual-typing-and-pdf-to-excel-or-g-sheet-conversion-1547254204786696192
870,"Detailed data collection, market research and web research services!",20.0,5.0,69,https://www.upwork.com/services/product/detailed-data-collection-market-research-and-web-research-services-1366373909075316736
871,Fully functional docker container for your app,80.0,5.0,145,https://www.upwork.com/services/product/docker-container-container-for-your-app-1504468946954485760
872,Data scrapped from website of your choice,100.0,4.6,4,https://www.upwork.com/services/product/data-scrapped-from-website-of-your-choice-1554445645094563840
873,A perfect data model in Excel or Power BI for analyzing your business data,75.0,5.0,3,https://www.upwork.com/services/product/a-perfect-data-model-in-excel-or-power-bi-for-analyzing-your-business-data-1400855742085398528
874,A world class dashboards and visuals in Google Data Studio,80.0,5.0,7,https://www.upwork.com/services/product/development-it-a-world-class-dashboards-and-visuals-in-tableau-1574711144309456896
875,Professional Data Entry Services with 100% Accuracy,10.0,5.0,50,https://www.upwork.com/services/product/professional-data-entry-services-with-100-accuracy-1536612432430596096
876,Data entry specialist for your business,12.0,4.9,13,https://www.upwork.com/services/product/all-type-of-data-entry-services-1357683207119900672
877,Professional PowerPoint Presentation Template/Design for your Brand,49.0,4.9,225,https://www.upwork.com/services/product/powerpoint-design-presentation-design-powerpoint-expert-pitch-deck-1406992676310257664
878,Dashboard in Google Sheets with professional visual design,50.0,5.0,75,https://www.upwork.com/services/product/dashboard-in-google-sheets-with-professional-visual-design-1379765133959081984
879,Data entry on Excel | Google sheets,15.0,5.0,20,https://www.upwork.com/services/product/data-entry-on-excel-google-sheets-1452334691678179328
880,"Excellent Data Mining, Data compiling & Data Entry Services.",15.0,5.0,4,https://www.upwork.com/services/product/excellent-data-mining-data-compiling-data-entry-services-1378569936065708032
881,Machine learning python projects,100.0,4.4,24,https://www.upwork.com/services/product/android-and-ios-apps-for-your-business-1322551475826364416
882,Your Model/Code in Matlab & Simulink properly done,80.0,4.9,216,https://www.upwork.com/services/product/your-model-code-in-matlab-simulink-properly-done-1543924286412038144
883,"Your PHP, Laravel and Yii2 web applications bugs fixed",89.0,4.9,458,https://www.upwork.com/services/product/your-php-laravel-and-yii2-web-applications-bugs-fixed-1536643105259241472
884,High quality Machine Learning Modeling for Structural/Tabular data,150.0,5.0,15,https://www.upwork.com/services/product/top-notch-machine-learning-model-for-time-series-data-1311002705051250688
885,100% accurate professional VA service for your business,25.0,4.9,135,https://www.upwork.com/services/product/100-accurate-professional-va-service-for-your-business-1391094142091677696
886,Data breach / incident policy in line with the GDPR / CCPA / PIPEDA,500.0,5.0,23,https://www.upwork.com/services/product/data-breach-incident-policy-in-line-with-the-gdpr-ccpa-pipeda-1466696356997468160
887,All type of Data Entry services accurately,20.0,4.9,36,https://www.upwork.com/services/product/all-type-of-data-entry-services-accurately-1506641873738653696
888,500 LinkedIn profile with 100% verified & accurate data,100.0,4.8,294,https://www.upwork.com/services/product/250-linkedin-profile-with-100-verified-accurate-data-1318092554975350784
889,"Online Research, Data Entry, VA, Lead Generation & USA Medical Biller",40.0,4.8,15,https://www.upwork.com/services/product/online-research-data-entry-va-lead-generation-usa-medical-biller-1374054003819917312
890,"An elegant Sales, Revenue and Lead Management Dashboard",200.0,4.8,107,https://www.upwork.com/services/product/an-elegant-sales-revenue-and-lead-management-dashboard-1322815627691335680
891,Accurate and timely data entry services for your business,15.0,5.0,21,https://www.upwork.com/services/product/data-entry-services-for-your-business-with-quality-and-accuracy-guaranteed-1438387820290555904
892,"Accurate data entry, web research, copy paste, and excel data entry",20.0,5.0,50,https://www.upwork.com/services/product/admin-customer-support-accurate-data-entry-web-research-copy-paste-and-data-cleaning-1592906127307968512
893,Professional Salesforce and Business Automation consultation,150.0,4.8,163,https://www.upwork.com/services/product/development-it-professional-consultation-on-salesforce-and-marketing-automation-1552955958010843136
894,"Products uploading / Listing to woocommerce, magento, bigcommerce, shopify",40.0,5.0,223,https://www.upwork.com/services/product/admin-customer-support-products-uploading-listing-to-woocommerce-magento-bigcommerce-shopify-1347634624721645568
895,Matlab Based Machine Learning Algorithms Design and Development,100.0,4.8,84,https://www.upwork.com/services/product/matlab-based-machine-learning-algorithms-design-and-development-1412052040222253056
896,A professional dashboard with data analysis in MS Excel or Google Sheets,70.0,4.9,3,https://www.upwork.com/services/product/a-professional-dashboard-with-data-analysis-in-ms-excel-or-google-sheets-1409127336606748672
897,"Data mining,Web scraping and Data Extraction",99.0,5.0,3,https://www.upwork.com/services/product/development-it-data-mining-web-scraping-and-data-extraction-1591106233812303872
898,An Excel sheet of web scraped data,30.0,5.0,12,https://www.upwork.com/services/product/an-excel-sheet-of-web-scraped-data-1496055212310654976
899,"A virtual assistant for data entry, copy paste, proofreading & admin task",12.0,4.8,23,https://www.upwork.com/services/product/a-virtual-assistant-for-data-entry-copy-paste-proofreading-admin-task-1425561467574599680
900,Quality online or offline Research and Data Entry Service,16.0,4.8,45,https://www.upwork.com/services/product/quality-online-or-offline-research-and-data-entry-service-1359771961450221568
901,A professionally data visualization infographic designed,45.0,5.0,25,https://www.upwork.com/services/product/a-professionally-data-visualization-infographic-designed-1569268870114443264
902,A fantastic salesforce Reports and Dashboards,200.0,4.9,590,https://www.upwork.com/services/product/a-fantastic-salesforce-reports-and-dashboards-1357716454025375744
903,"A Well-Referenced Research Paper or Proposal on Business, Management and IT",40.0,4.5,255,https://www.upwork.com/services/product/writing-translation-a-well-referenced-research-paper-or-proposal-on-business-management-and-it-1456239419664609280
904,"Quick data entry, Web Research, Data Mining, Data Scraping",20.0,4.8,33,https://www.upwork.com/services/product/admin-customer-support-quick-data-entry-and-administrative-support-within-24-hours-1570649712929685504
905,"Useful data, leads, and information for your business needs",20.0,4.7,47,https://www.upwork.com/services/product/useful-data-leads-and-information-for-your-business-needs-1319707361661489152
906,A project on sentiment analysis for any data NLP,100.0,5.0,7,https://www.upwork.com/services/product/a-project-on-sentiment-analysis-for-any-data-nlp-1350301700079628288
907,A fantastic Excel Dashboard to display your data,150.0,5.0,19,https://www.upwork.com/services/product/a-fantastic-excel-dashboard-to-display-your-data-1474100001578831872
908,Power bi reports with stunning data visualization,100.0,5.0,4,https://www.upwork.com/services/product/i-will-make-power-bi-reports-with-excellent-data-visualization-1314585323406041088
909,"Virtual Assistant for Admin Support | Data Entry, Data Mining, Web Research",40.0,4.8,18,https://www.upwork.com/services/product/virtual-assistant-for-admin-support-data-entry-data-mining-web-research-1560731490445115392
910,"Accutate data entry, data scraping, excel, copy paste and web research work",10.0,4.8,28,https://www.upwork.com/services/product/accutate-data-entry-data-scraping-excel-copy-paste-and-web-research-work-1526806495631507456
911,Any kind of IT support services,125.0,4.8,105,https://www.upwork.com/services/product/development-it-any-kind-of-it-support-services-1366084170382987264
912,A professional statistical infographic for your complex data,50.0,5.0,14,https://www.upwork.com/services/product/a-professional-statistical-infographic-for-your-complex-data-1529815090454159360
913,"Web scraping, data scraping, data mining and data extraction superfast",30.0,4.9,7,https://www.upwork.com/services/product/web-scraping-data-scraping-data-mining-and-data-extraction-superfast-1488897482617749504
914,"Web research, fastest data entry jobs, copy paste, data collection",15.0,4.8,11,https://www.upwork.com/services/product/web-research-fastest-data-entry-jobs-copy-paste-data-collection-1314510777088942080
915,"Accurate Data Entry, Data Mine, Copy/Paste, CRM Data, Online Research work",15.0,4.5,3,https://www.upwork.com/services/product/accurate-data-entry-data-mine-copy-paste-crm-data-online-research-work-1505352502538899456
916,A data-driven buyer persona for your brand,100.0,5.0,12,https://www.upwork.com/services/product/marketing-a-data-driven-buyer-persona-for-your-brand-1564721309830602752
917,"B2B Email List, Linkedin Lead Generation And Targeted Lead List Building",35.0,4.9,211,https://www.upwork.com/services/product/marketing-b2b-email-list-linkedin-lead-generation-and-targeted-lead-list-building-1516697803903062016
918,Data analysis of your medical research data with interpretations,50.0,4.1,4,https://www.upwork.com/services/product/biostatistical-data-analysis-of-your-medical-data-with-interpretations-1435361575952678912
919,"Klaviyo email marketing Flows, Sequences For Shopify, Bigcommerce, Magento",75.0,4.8,324,https://www.upwork.com/services/product/klaviyo-setup-and-email-flows-for-your-ecommerce-store-1455656162820599808
